,filename,xmin,ymin,xmax,ymax,width,height,classes
19912,250858b003f936a10e96391db4aa22c1_1029946892882050703_1750089126.jpg,369,53,468,252,640,640,Shirt
15743,2470b5d470ce441d61468bc0578d5c74_858022578916494408_26206346.jpg,363,93,458,283,640,640,Outerwear
14467,2b38964391a368d821b545c1b5e21cfc_1005493135091233218_1507363387.jpg,250,28,378,283,640,640,Dress
4603,d09972850d93049daf76e560d6b486d4_784168052115638246_177221024.jpg,158,102,353,492,640,640,T-shirt
8456,977a8cc1e15ef516ec68faa120609167_528673624336577606_336133276.jpg,159,141,318,462,612,612,Suit
6219,dfe0c95306f6869fd152abfdaed3ff7b_536376143001225649_198731345.jpg,435,217,496,338,612,612,Dress
1147,aaf71af0b539052a4dda427b10962c41_814241629080208510_11822640.jpg,393,102,498,312,640,640,Outerwear
11095,3d8481353abe9e5e84a4cea4748900b0_626044006128775807_478726115.jpg,335,69,460,319,640,640,Outerwear
22321,31b220e4c9284ef0e1b3197ea8847de5_943712886054968652_1010884342.jpg,69,120,224,430,640,640,Outerwear
10041,cbee153d15a3f7b10e3fd806d8dc02a0_1128219005668243751_8583277.jpg,226,73,325,274,640,640,Sweater
25928,2bff1e7ab3509fcd855955413a296b67_1069152403925310076_5808653.jpg,142,92,410,627,640,640,Tank top
12108,fc339989c73c6498876100818026fce4_504234535635748439_299405864.jpg,5,336,67,461,612,612,Shirt
20247,9c62be65af6c7ee7a55cd316693d4fe9_671795620869342216_35801312.jpg,249,115,471,560,640,640,Tank top
23509,eb9913f87c42bb944db370fb69713345_977920170866236784_2642806.jpg,291,83,439,378,640,640,Suit
3915,da1d4815fdee86ccc3d8a48c0101b831_720099754377841496_515140609.jpg,149,169,210,290,640,640,T-shirt
1515,64b8328c8f7836993a3689a1853654c6_629476938088575223_208611147.jpg,187,26,452,556,640,640,T-shirt
15410,0bfe2989c5d1816cc708633d5843288f_496934556213310038_41508451.jpg,105,301,166,420,612,612,Shirt
17203,867b542511a40e948f387e8a284d3e27_885750780105617993_198883611.jpg,260,117,358,312,640,640,Outerwear
2299,41c8889b6641fee436b5eeaa92346258_616808696575808781_389244468.jpg,79,56,227,351,640,640,Shirt
1860,0e40ad7ba6f513823f04b1a4cf88414f_808409701573981123_1495779859.jpg,265,101,383,336,640,640,Tank top
331,1aff2ef90ecfb7fe55110e8c57384c09_644818430394640779_15719873.jpg,324,11,442,246,640,640,Outerwear
2173,4e73c5b5ffb08f5ce0e58bacbd5f7fdf_854765281431791580_8831288.jpg,339,140,441,345,640,640,Outerwear
20101,27660e96017bc5f0726b0209728ae016_687731448591232570_292897378.jpg,137,38,287,337,640,640,Suit
7115,ccda8e3f0d40a860a75e8a5417fc37b2_631613218400315329_197498144.jpg,218,42,516,637,640,640,Shirt
14321,14bf1f2f47adf0ec9ab48b2362ab85c8_1143894094655154126_40486432.jpg,184,260,266,425,640,640,Outerwear
24289,9bc114f5d46f0d66a3ac212b6272424e_817055608413824705_274529040.jpg,95,119,174,278,640,640,T-shirt
8867,d7fdd71446dc7e9fa228a7b0bcfab1ed_875545627430156730_300476981.jpg,247,148,395,443,640,640,Shirt
5200,1c7230d33db1d381729abc9fbda449e0_1096081614221950520_646720590.jpg,282,194,370,369,640,640,Outerwear
17958,5adf87de92e568d474d81690a5f5cbbe_873886619675173331_1087548367.jpg,230,62,442,487,640,640,Shirt
20614,ad6359bf8785999b6e5652d4248e48d5_697723855864159614_28711622.jpg,46,160,128,325,640,640,Dress
18492,32f32ae4f1fa8c985d5c62ecded77cfc_904184888011092978_570327907.jpg,222,52,444,497,640,640,Suit
1436,6d9cc03db528b222240b4c9aa341a8f8_910830008628826079_327916426.jpg,169,231,250,392,640,640,T-shirt
25983,6a8cf9c0dc4ee03a261e986bf784640d_1132229918466518865_2152629362.jpg,236,163,366,424,640,640,T-shirt
6203,b95b90ecfd59e98901f175a5bc032be0_598027538280635485_672456942.jpg,225,54,427,459,640,640,Shirt
21017,dcc08f2931626aa76016b285f500fe68_753955191023804882_772725583.jpg,138,55,266,310,640,640,Shirt
4423,e7d14e9e5d3b292ab47f1f69722a22cd_1032978806404777627_388589320.jpg,338,258,403,388,640,640,T-shirt
25576,8688d5286243b1228e81b4a913cc4bd1_1080342530280895982_1412642284.jpg,355,380,420,510,640,640,T-shirt
3692,49cfeeafcf101ab26674cc08b9924a83_626351625900610925_17184820.jpg,12,48,100,223,640,640,Outerwear
20414,39d3b33b0fd6ae01440ac8241635e7b7_736079649269069943_574946261.jpg,208,174,319,395,640,640,Sweater
7148,a33b5d8cfd0818bb32577a992663d7f1_521002593349798024_207057817.jpg,150,101,298,396,612,612,Tank top
6085,deb4e65a93d1309cfed7af7323ee8c32_826269540315315059_1113493597.jpg,356,23,534,378,640,640,T-shirt
1902,d8f4d6f9f1e0c3b4dfabe0e547fe3290_810636869116133537_1484850031.jpg,249,370,321,515,640,640,Shirt
4131,d71455cb397bee480c9319805f25156b_785386085196358107_280647679.jpg,118,215,193,365,640,640,T-shirt
16771,6757692d84a82e70ee67180407da4625_1125736067120838007_2272291356.jpg,339,254,398,373,640,640,Shirt
22624,439989718576cc88572c0f2dcc9d7646_839401094205350003_271268015.jpg,238,164,397,485,640,640,Suit
13854,49c31a08343cd60c6e88ea253fb91189_593750218780683084_248973817.jpg,267,338,336,477,612,612,Outerwear
11622,2e9e8607bf7eaf165c6a341357dd9491_1014731495430884994_287605962.jpg,483,99,621,374,640,640,Dress
19317,2f421fdfa1425b99f0752bddb7e03a60_850691724187256770_254895752.jpg,381,139,442,260,640,640,Suit
8168,ad295be56d65fe1fa9df2bb33823bb7e_881095647363688222_1422484184.jpg,281,149,373,334,640,640,Outerwear
1925,60e77d3c321b4734f1f7e01932368ed7_678756550302326814_267603927.jpg,263,83,324,204,640,640,Shirt
21423,5797303d70dad9fbea378e7f6e349248_1106177465827402334_1708623015.jpg,219,430,314,620,640,640,Shirt
16414,2e64ab4396c602c6e73e02a5e04b3254_764472975970762724_1137692014.jpg,355,235,420,365,640,640,Sweater
3343,9f618715af1e03b01044335332d7d065_503465801702300284_387470373.jpg,87,165,185,360,612,612,Shirt
11258,65b7ce803f36e26ea329cfb38f8bd26f_914700530650021882_7179190.jpg,261,16,363,221,640,640,Outerwear
10335,9b2545ea1d9ecf8ee795ee34d24265f6_738268532072631694_720480626.jpg,308,71,416,286,640,640,Dress
18088,d68c8a5effae56a269d6be96da340373_533729126169315367_266441665.jpg,21,101,159,376,612,612,Dress
16424,6ffa18be43ae5283e4fc5dcf00048162_696147459956907671_551995358.jpg,97,14,225,269,640,640,Dress
6324,837d297b3f6003341b9172cfaeaa26b4_902136545521598993_26113487.jpg,361,167,473,392,640,640,Outerwear
4615,9ceec67f1a374a5dd2512b0b7360ed78_580897104118440448_603795535.jpg,287,146,435,441,640,640,T-shirt
25122,7e02528cd48589247d25d1e4f99db51b_915066026007819236_554323675.jpg,184,24,412,479,640,640,Dress
11436,e579fb01484c22ea8bd1924d6a8bcbb3_535435016187242315_23807392.jpg,269,347,330,468,612,612,T-shirt
11982,609e4f724d03cf627b29c3ae2d604b08_662240394633912573_304721127.jpg,296,191,356,312,640,640,T-shirt
19662,35742569e26584a85dd1c1af49c91362_846033588585288501_1007202867.jpg,329,71,441,296,640,640,T-shirt
8552,2db917a09bd67cff9200cb89dad38c40_537099708154250497_330405000.jpg,23,63,128,273,612,612,Shirt
24478,478a5faa2f8d8644e7d09dc7c2515b42_753672020468690648_355458066.jpg,199,148,291,333,640,640,Shirt
11439,167b6dcecf518f6877368c496e7dc098_1087380998741579587_10990020.jpg,145,5,254,226,640,640,Suit
19149,46f30d0063b0794e5c4ebde86998d5ff_768156579785857533_467730245.jpg,141,92,266,342,640,640,Outerwear
24844,8427d0b5657635a7abded9c0abfa655d_577621165696872723_311181787.jpg,204,168,355,468,640,640,Shirt
4692,a9ca34bcc0264a768098cece72fbc738_855011402603028736_1309941015.jpg,320,166,448,421,640,640,Shirt
7069,0aa8ca349659d3657ecb41101f1f601d_651990673051750958_10836923.jpg,242,7,427,377,640,640,Shirt
12882,66158ca4f907724eb85228e8c9152ba2_594697329089631422_182039276.jpg,27,69,136,290,640,640,Shirt
13458,6e1d1a07ce0d2c8d1d005f61975fbbd0_688307707748677977_239970381.jpg,455,101,563,316,640,640,T-shirt
15918,21eb9e5f5a97e4fa400ad9c3d404cb79_573662557061857843_514086871.jpg,130,10,248,245,640,640,Shirt
20789,9ecf593d4a8bb2b2321d5c3aab8fee46_496778623500299493_187263978.jpg,119,66,341,511,612,612,T-shirt
20226,1c59372d59e9891ece374d0515e8481d_612541064271548145_16474018.jpg,382,7,471,187,640,640,Dress
25535,a54e3c78739b8dda2661bf121a260897_507692643470932058_261717685.jpg,461,211,549,386,612,612,T-shirt
21864,fd71081e0b7dc9be1e5dff1680181a7e_802224304698985987_6659386.jpg,529,432,607,587,640,640,T-shirt
8314,4515abd8d56aaab85c6114d65f048db2_992095766596440484_2287451.jpg,407,291,472,421,640,640,Outerwear
10420,1cc38c1a2a681900c53c1054723ab52c_872017559469932298_1585636774.jpg,149,131,300,431,640,640,T-shirt
13434,49580148ca63f348ea15a015eaab63a8_902769552738344792_276775118.jpg,479,235,547,370,640,640,Dress
5511,13393c6043cf11aa0efa68bdd041b2c7_594873838545124409_1312542.jpg,210,198,288,353,640,640,T-shirt
536,fb9cf2ac8e203f2b092ea7dfb16f2045_550391327921197178_539603251.jpg,105,52,246,332,612,612,T-shirt
26007,a383605b9cd14e03db78c0a3605f3001_1108829129780846198_2242703158.jpg,207,15,329,260,640,640,Suit
16420,113fb7ff628b37bb70a2876b3d4acdf9_696919440067367206_10919579.jpg,342,100,551,519,640,640,Shirt
14774,29a02dabf544083c021d97391ba460d7_721589262406966980_432755054.jpg,277,87,465,462,640,640,Outerwear
20214,e04924a01e006d593ff84918c91c2b2a_688013598156850663_1182869544.jpg,222,133,417,523,640,640,Dress
7106,d9f1172135e8acc10affbb91420ff101_1081793036467112096_53441857.jpg,89,105,247,420,640,640,Outerwear
8728,02d2d2ab57bd54cc5d8b9ae1ec0f0d6d_792259189031565377_428869349.jpg,343,66,465,311,640,640,Shirt
21381,f13398ab6b7f560ebcfab7dd2a076fd6_687729859073852034_12925431.jpg,335,323,440,533,640,640,Outerwear
2025,72dfa30bd674b7ddba55ee7d327b2950_548703929028248556_31436471.jpg,66,87,231,417,612,612,Shirt
3633,6e918ba0a70efdfe68f0675ac0d5dd08_555258478635987841_211181995.jpg,161,21,272,240,640,640,Dress
24055,2cb28c8cfd4eeb1d9a14c9b7e47eaee8_557679570582511068_447136030.jpg,39,113,100,232,612,612,Suit
24573,6c7a4c745027f69a4f2939f41cfe456e_984936564304084090_434117270.jpg,273,144,368,334,640,640,T-shirt
16847,c17c28e5ff666ebea4804b8189520fad_498909852021029535_185662557.jpg,126,282,186,401,612,612,Dress
19474,bb2aaf78f604f633f3870fddc9bda330_606450552271827542_632420027.jpg,463,119,563,320,640,640,Shirt
23549,ed5c5e88ebd3b6fdea90d999841921e9_518164930476271630_22281689.jpg,215,82,363,377,612,612,T-shirt
19308,81e5e143193a46246b2e65c1dd9fc95f_829491742008540448_1166830638.jpg,292,211,361,351,640,640,T-shirt
19241,29459a994ee8b1c1a2a8f7887c5e2a97_650024632866835433_843249609.jpg,178,45,296,280,640,640,T-shirt
2094,b5776fb1dc54aa48689cd382abc2ba12_1084738910880514146_657026263.jpg,458,12,567,233,640,640,Shirt
23265,1ec1032b66770c69274e689755af3cab_643777326564065712_1034889943.jpg,352,223,417,353,640,640,T-shirt
8069,38a6f73dce4d79de2f3e611814537b06_1114212476317239227_52598232.jpg,249,102,427,457,640,640,Shirt
16361,41348ac85fec721e27e40dead07525e0_695931541549868799_4716144.jpg,378,35,460,200,640,640,Dress
17064,715f5b0c7775a45d940723846eb486e5_931589257295235356_1570467497.jpg,196,25,314,260,640,640,T-shirt
3989,a333f5648c3711d9c0209d204bb0e51a_851058660473040231_1557435250.jpg,195,113,326,374,640,640,Outerwear
18803,609c1ca9255c6cda9ee29919e7aa1eeb_811635828063986675_317868831.jpg,117,110,225,325,640,640,Tank top
296,c8116d33d359512b4d4e95a9f9bac509_841128629381945410_196278637.jpg,228,57,346,292,640,640,Outerwear
19001,cd924b3108d4bb9b7821cd6805744714_654355745305531314_412987819.jpg,292,140,457,470,640,640,Sweater
22650,929a54ad1ca9c36a48c069a76a8f54d8_1148468257197811850_2265626433.jpg,466,247,548,412,640,640,T-shirt
22874,c48acbb98a5e9c0d4e71608a5ce61f14_571921154890792624_437509862.jpg,223,83,385,408,612,612,Dress
26289,c27f8a9f72f7a3c4d3aec2b311f689c6_556748681027038497_21699650.jpg,175,13,440,543,640,640,Shirt
15824,76fd55fa5a5387074500952e0b6aed95_713507643356635397_215849887.jpg,311,180,443,445,640,640,T-shirt
1148,b0b253709022ae6ec3c8e5d13bbf400b_813623527604257115_210234127.jpg,403,94,512,315,640,640,Tank top
14735,aad688836657ddaf2d519c00f082b6ea_1058699937317855895_2003425967.jpg,194,309,279,479,640,640,Outerwear
5207,34e96314727dfcc3d77cc311aea8a61c_742717785679015645_1387619298.jpg,128,146,200,291,612,612,T-shirt
26623,6d5c9abc4f05ff89a55428ca78b29571_819293418073232345_334996155.jpg,259,125,350,304,640,640,Shirt
26732,282507dc72bf49f55c6777efd8d653db_590042023538670717_19111230.jpg,123,95,261,370,640,640,Outerwear
4772,8f2e646cb7e66702d8e629e4789859b5_564142243477709157_21064599.jpg,252,205,392,485,640,640,T-shirt
22434,29ecf19156089f5aefc709663b939680_626105864646665879_375495872.jpg,285,118,444,439,612,612,Outerwear
13897,2ae2e1fbc697fad73c9e135e28f371c6_1120406225612571305_2197459479.jpg,407,109,542,379,640,640,Shirt
3479,d971f3e1cb0c974a57ab6ba4e97bed8e_806747149526038857_218400957.jpg,47,197,219,542,640,640,Tank top
12204,a484e1490b79d822ce93746d7a81621c_946711515046117836_14311567.jpg,257,16,378,257,640,640,Shirt
26211,af0206ca4a20b517733ade55c6c09bc2_625454891059474998_254417139.jpg,344,384,414,525,640,640,Outerwear
4622,036ede3c1624cca63ee456ac8c6a0a33_664836628687978428_514211886.jpg,174,219,236,344,640,640,Shirt
25063,c3611dc5e8cc9f2c826a2765974b00fe_879112384840737259_205846287.jpg,110,128,195,298,640,640,Shirt
25686,5b238c29f97385c81d06c839f79ca256_1090767611461809658_4982988.jpg,334,123,443,344,640,640,Dress
605,32ef75a8494b8000e2a15e0731076467_831937342275575419_286693574.jpg,152,414,247,604,640,640,Shirt
11018,c2421634db5b330f6e3ca8d371602d1c_991659251984885653_1812419728.jpg,453,297,575,542,640,640,Shirt
7600,47317d53534ff4c9bf4bd64ff41a304d_889641318256953453_466913537.jpg,485,302,550,432,640,640,Tank top
26925,c2bd957d73d4355b83fbb0f228339928_688284041441235859_403212867.jpg,138,94,343,504,640,640,T-shirt
2448,64f8b7641c74281baae2f8ea6258139a_1072203199894348155_367768927.jpg,278,314,339,433,640,640,Dress
15917,85aa300871d8eee767e51db9cc859332_672613966627237121_1122844634.jpg,265,160,465,559,640,640,T-shirt
17251,05a3c9bd56a9fae20f0b5f68ce9b7f37_690986076218551398_11484058.jpg,132,17,424,602,640,640,Shirt
24115,f1ebf4eca559dc8330fd66203c89d158_568792477263245075_10198114.jpg,281,118,399,353,640,640,Dress
10310,e5e4176a579b4cb38586721fb1602808_493961664493260863_206824611.jpg,315,101,393,256,612,612,Outerwear
197,9a91413f4d75e0ce7a094d55921f60ed_568002021657894792_288377006.jpg,90,217,151,336,640,640,T-shirt
1132,2300ee62cb48ab017585a673e6e455a6_615714326560289975_31054012.jpg,193,124,373,485,640,640,T-shirt
2680,d175d75dc0f1a783a4ac180fd8e9af5f_775213308397464668_1420093050.jpg,306,68,476,409,640,640,Dress
3447,f7a9b70c678effdfa47a32b78ac19bdc_500113605307545698_318788213.jpg,175,75,287,300,612,612,Shirt
25231,279e7bb39adeeea32bfc0b0085987964_656809236548175608_215512448.jpg,219,105,287,240,640,640,Sweater
7172,8722feeac27cdaeacb78898cbc32bff9_808728108419408465_555313479.jpg,73,10,298,460,640,640,T-shirt
10512,bf5339cf8f321634967e9b0cd8fdc2c0_586604562478912234_239292931.jpg,120,113,352,578,640,640,T-shirt
10101,a4825d5f5ce34f2e9328c1022891a01e_642220194882587347_180255961.jpg,215,21,457,506,640,640,Tank top
14453,5f9deab4c3e6ed5fa83d4b7b54ca6f2a_992710072094593315_185992467.jpg,524,191,586,316,640,640,Dress
8798,6d63391231a69fe46b389bc9029cdfa9_594928036628439938_285092599.jpg,45,163,203,478,640,640,Sweater
10956,50288e95b4d4ca6ccbc3af8cf40ff120_970507907211062893_47660378.jpg,340,120,458,355,640,640,Shirt
10995,1f405d15eb210dbb28022a48b391bf13_1147177912045035226_1300651942.jpg,143,115,335,500,640,640,Sweater
6335,9d47a973782edc1ddeff9cb4b0f3b7a9_1008682438058964999_2119202941.jpg,164,1,305,281,640,640,T-shirt
26365,c88adaf96ebf573609eb87a4d628b8aa_540992356638167057_2111955.jpg,434,343,515,504,612,612,Shirt
14341,2f2d27aa32754b507a0caad83d4c28a7_619314201789404032_176335195.jpg,288,115,380,300,640,640,Shirt
2959,a00fbdb3de00f6961a4091cf0f401f2b_1047433488284899010_23896140.jpg,242,256,304,381,640,640,Outerwear
3181,7b5b53e52f8e8a26c72b54fd8e4fa67c_624948871125168352_645288227.jpg,336,101,521,471,640,640,T-shirt
25513,64feb01879a0719134896e202097a2fb_831820342415797749_229317250.jpg,396,78,464,213,640,640,T-shirt
3272,dbb87cc9b6df7da8430a6eaf640292ab_718262167747237438_288987884.jpg,417,152,505,327,640,640,Shirt
8850,9ce320ed271bee3c30422b05878e9d82_579579859518861575_2716515.jpg,242,284,303,405,640,640,Suit
4156,db7121292b1524a00374e7060ec64958_632674804768930828_367591502.jpg,203,30,385,395,612,612,Shirt
9178,760cbd9bb1d0f9e5b96ca849f315bf1b_1025313463138033043_665539390.jpg,500,12,560,133,640,640,Shirt
332,3ecbf0ac4ecb9c30011d59a6d0074451_922301667988018343_29832884.jpg,182,148,337,458,640,640,Shirt
13802,6f7d5abc5a0d36abf9ba2168abd0e6e7_850616085443894987_1147446910.jpg,407,80,502,270,640,640,Outerwear
12323,a6d68ff02208793276c01966a961fe5b_1107421311157189305_478343629.jpg,248,103,373,353,640,640,Tank top
13604,97eebf49f1dc3b13a1505300e333a756_1101025011701389759_1638569613.jpg,94,22,212,257,640,640,Dress
8513,ca35d01b409b2448f2e5d8d79176fd10_621692276990114453_189716629.jpg,121,464,183,589,640,640,T-shirt
14719,cef3495eea746248a739da7791e6240b_1086158937125826029_257140010.jpg,302,10,420,245,640,640,Outerwear
2033,7ec6cc9e49fa106b89cefd3c7553efec_657488207401316498_257972683.jpg,125,21,367,506,640,640,Shirt
9976,a301e41d6c0a22b2066c5cf77926e972_1034076656924743377_371665372.jpg,208,269,326,504,640,640,T-shirt
9369,6532e24b23642a51f75a7da408c21050_803607975100166226_1354395267.jpg,220,47,329,268,640,640,Tank top
18935,bf844dcb12c6502670bfa4f85634b41a_734126764162401342_658920112.jpg,321,149,390,289,640,640,T-shirt
13575,3fa74361da6eaff527c2db7e1485ba0b_843634642707199462_452229524.jpg,340,95,535,485,640,640,T-shirt
6430,8cb5a01eee50d29891c212d0cf1e1b22_530365195961714735_222145465.jpg,138,52,299,373,612,612,T-shirt
25353,37db0905c8cb9c02fed2a3ba6d94f35b_813184053009398212_320047253.jpg,317,88,547,547,640,640,Shirt
9941,0658f3275f945406e7dbadd476a8c3cc_1068174445799027748_733115012.jpg,218,28,279,147,640,640,Dress
15103,aaf87bf6b4d0fb80b239cb90c4c280cf_698479922821456064_1187525247.jpg,393,167,465,312,640,640,Outerwear
9676,162dbc2626dbe13ef4cc47514e5e7c74_794446530420299978_293148989.jpg,440,381,525,551,640,640,Shirt
22739,e5d15cd7a1879c0ebaef947a98a1ac90_716077561136329910_19352604.jpg,377,244,515,519,640,640,T-shirt
2022,4b85dfe2014a03e1652bfe67f88f9c01_948445176262890490_607126347.jpg,306,112,415,333,640,640,Suit
8002,1274b9ffe6e161f271d51e3cad5920c6_932010489435036313_491048493.jpg,205,122,373,457,640,640,Outerwear
8994,bb0b59c4fc85726174b24ce1ecd4470c_1111654786296692930_486696263.jpg,42,231,103,352,640,640,Outerwear
15857,45a13172c0bd6908489a3598f0b301d9_754435413390358341_190076756.jpg,421,270,552,531,640,640,Outerwear
7992,956f7171679d5dba598d4799632522d6_1110853052648063179_360554031.jpg,262,193,353,372,640,640,Shirt
1323,84258f56f4034f0d3460310c156f942f_649940850914282132_31974273.jpg,357,138,512,448,640,640,Tank top
9942,28935f2cb263e35609e5fe0e5849622d_978250618167448535_42112899.jpg,266,310,334,445,640,640,Sweater
14790,be62dd72f57f0e3b9cc0e403f5f012fe_1099154910601086989_1387470065.jpg,215,146,353,421,640,640,Dress
11688,e68957eb87aed1e756a120f1760b982c_676811923402026379_375412074.jpg,273,235,348,385,640,640,Outerwear
5619,222167791502ef63f985dcae77b78009_933991510107335457_838767921.jpg,311,140,423,365,640,640,Suit
4154,ab2fdafafb321d3d78d4c11bd8087399_729042948502992326_360615396.jpg,270,186,332,311,640,640,Tank top
9247,7429c6793345c2141e6dfe36f60a36c3_898263882586814139_1372367460.jpg,302,23,431,283,640,640,T-shirt
7563,11e56fd50e34938f9ab993f360bcbbbc_941039715871355947_289105764.jpg,372,328,470,523,640,640,Outerwear
19805,33a85f12f4c0741d91616a90e80b8947_694247836297574118_270341644.jpg,264,275,325,394,640,640,Shirt
20031,be7bdcb40ef506411976126e7f664e16_880062991539976398_369508405.jpg,174,44,285,265,640,640,Shirt
2446,7b36fd390f8fa1dcdd8ab9ab3fdda53e_611577203134542788_194241003.jpg,326,246,388,371,612,612,Suit
7688,b1abdea1284e898bc97c5b9dd24a0bf3_705874787805131617_318700475.jpg,62,146,170,361,640,640,Dress
16006,b1d72835e31c92405675ce846dc1033e_698752333448312226_20667652.jpg,273,157,418,447,640,640,Outerwear
11410,06b92baf71a43a1bae36ddeef935ae0a_838495186271732389_609001663.jpg,171,24,291,265,640,640,Shirt
